address,area,bedroom_number,description,direction,end_date,floor_number,height,is_car_pack,is_dinning_room,is_kitchen,is_owner,is_terrace,law,price,start_date,street_in_front_of_house,type,width
" Tỉnh Lộ 2, Xã Tân Phú Trung, Huyện Củ Chi, Hồ Chí Minh", 250 m,---,"Do thua lỗ nên chủ bán gấp dãy trọ 8 phòng, ở Tân Phú Trung, Củ Chi, 250m2 giá 480tr
-Diện tích 8x31,25 m2 (250m2) 
- Dãy trọ có 8 phòng , đồng hồ điện nước riêng, có khoảng trống tận dụng  phơi đồ, trồng rau,...  Camera lắp đủ, an ninh tuyệt đối.
- Nằm ở 1 sẹt ĐTL2, Gần chợ tân phú trung, bách hóa xanh, Trường THCS Tân Phú,Trường tiểu học Nguyễn thị lắng, nhà thờ giáo xứ Bắt Đoàn, chùa Liên Trì, nhà hàng , quán ăn karaoke, quán nhậu, .....
Sổ hồng riêng
Giá 480tr (thương lượng)",_,,---,"31,28m",False,False,False,False,False,Sổ hồng/ Sổ đỏ, 480 triệu ,Ngày đăng: 12/07/2023,6m,"Phòng trọ, nhà trọ",8m
" Đường Ngọc Thụy, Phường Ngọc Thụy, Quận Long Biên, Hà Nội", 110 m,6,"Biệt thự mini sân vườn Ngọc Thuỵ-Long Biên, 110m x 5tầng, 2 mặt ôtô, thoáng trước sau 
-Vị trí gần Mipec Long Biên, vài bước chân ra cầu Long Biên cầu Chương Dương 
-Nhà xây 5 tầng 6 ngủ, sân vườn, 1 mặt ôtô tránh, 1 mặt ôtô qua cửa, thoáng trước sau, giếng trời, ô chờ thang máy 
Sổ đỏ, pháp lý đầy đủ 
Giá : 14.5 tỷ ( có thương lượng, gặp trực tiếp chủ nhà ) 
Miễn phí xem nhà và tư vấn : Trần Hải",_,,5,18m,True,True,True,False,True,Sổ hồng/ Sổ đỏ," 14,5 tỷ ",Ngày đăng: 13/07/2023,10m,Nhà mặt tiền,6m
" Đường Nguyễn Văn Cừ, Phường Bồ Đề, Quận Long Biên, Hà Nội", 55 m,2,"Nhà lô góc mặt phố Nguyễn Văn Cừ-Long Biên, 55m x 4tầng, thông sàn, vỉa hè 8m, full thổ cư 
-Vị trí gần đèn xanh đỏ Nguyễn Sơn-Nguyễn Văn Cừ, gần bến xe Gia Lâm, cách cầu Chương Dương sang phố cổ Hoàn Kiếm 5 phút lái xe 
-Nhà lô góc 1 mặt phố Nguyễn Văn Cừ- 1 mặt ngõ ôtô tải tránh nhau, xung quanh nhiều văn phòng- ngân hàng, 2 vỉa hè rộng, phù hợp nhiều hình thức kinh doanh 
Sổ đỏ, pháp lý rõ ràng 
Giá bán : 20.5 tỷ ( có thương lượng, làm việc trực tiếp với chủ nhà ) 
Miễn phí xem nhà và tư vấn",_,,5,11m,True,True,True,False,True,Sổ hồng/ Sổ đỏ," 20,5 tỷ ",Ngày đăng: 13/07/2023,50m,Nhà mặt tiền,5m
" Đường Chu Huy Mân, Phường Phúc Đồng, Quận Long Biên, Hà Nội", 95 m,5,"- Chủ nhà cần đảo nợ ngân hàng cần bán cực gấp căn Phân lô Chu Huy Mân, Phúc Đồng. Khu vực hạ tầng đồng bộ, đường 13.5m vỉa hè 3m, vườn hoa, hàng xóm dân trí rất cao, gần chợ trường học các cấp 1,2 Phúc Đồng, trường quốc tế Vinschool.
- Khu vực giao thông thuận tiện trục Đàm Quang Trung, Cổ Linh kết nối các dự án Vinhomes qua trục cầu Vĩnh Tuy, Nguyễn Lam, Sài Đồng, Việt Hưng, thuận lợi giao thông các tỉnh.
- Nhà xây móng cọc BTCT chắc chắn, thiết kế hiện đại thoáng sáng, phù hợp làm văn phòng kinh doanh hay đơn giản để tận hưởng cuộc sống bên gia đình. Diện tích 95m², mặt tiền 4.8m rất lý tưởng.
- Sổ đỏ phân lô, đang gửi ngân hàng. Thiện chí bán.",_,,5,---,True,True,True,False,True,Sổ hồng/ Sổ đỏ," 12,5 tỷ ",Ngày đăng: 13/07/2023,13m,"Biệt thự, nhà liền kề","4,8m"
" 918 Đường Hương lộ 2, Phường Bình Trị Đông A, Quận Bình Tân, Hồ Chí Minh", 60 m,5,"Nhà Bán Bình Tân ""HƯỚNG ĐÔNG"" Quận Bình Tân.
Thanh toán 5 TỶ 2 nhận nhà vào ở ngay ngân hàng hỗ trợ vay vốn 1 TỶ VND hoặc lên đến 4,5 TỶ VND với lãi suất ưu đãi nhất hiện nay.
 Diện tích: 4m x 15m.
 Vị trí nhà ngay Hương Lộ 2, vị trí nhà di chuyển Quận 6 chỉ khoảng 7 phút.
 • Xây dựng kết cấu 1 Trệt, 1 lửng, 3 Lầu. Tất cả có 5 Phòng, 5Toilet, phòng thờ, phòng giặt, có 2 Sân thượng trước và sau.
• Lộ đường trước nhà 8M rộng rãi dễ di chuyển xe hơi, xe tải. 
 Vị trí nhà di chuyển bán kính 800M đầy đủ các tiện ích như: trường học cấp 1, cấp 2, cấp 3, Trung tâm tiếng anh, trung tâm luyện chữ đẹp, nhà sách Bình Tân, nhà hàng Hải Sản, Phòng Gym, AEON Bình Tân,… 
• Gi.Á chào bá.n còn thương lượng cùng chính chủ nhà.",Đông,,3,15m,True,True,True,False,True,Sổ hồng/ Sổ đỏ," 5,2 tỷ ",Ngày đăng: 13/07/2023,8m,Nhà trong hẻm,4m
" Phố Bồ Đề, Phường Bồ Đề, Quận Long Biên, Hà Nội", 75 m,5,"♦️BÁN BT HỒNG TIẾN - BỒ ĐỀ- ĐẲNG CẤP THƯỢNG LƯU - NHÀ ĐẸP LONG LANH - Ô CHỜ THANG MÁY - VỊ TRÍ ĐẸP HIẾM NHÀ BÁN - 2 Ô TÔ TRÁNH - KINH DOANH ĐỈNH - MẶT TIỀN QUYỀN LỰC - GẦN HỒ
      ✅Dt:75m x 5 tầng- Mặt tiền lý Tưởng:6.6m
➡️Vị trí đắc địa, KHU LÕI LONG BIÊN -Thông  Nguyễn Văn Cừ, Ái Mộ, Hồng Tiến, Lâm Du. Tiện ích bạt ngàn, ngay mặt hồ Bồ Đề, vườn hoa phường Bồ Đề, gần trường mầm non Hồng Tiến, trường Quốc Tế  Wellspring, trường tiểu học Bồ Đề, Công an phường Bồ Đề, UBND phường Bồ Đề, siêu thị Vinmart +, chợ dân sinh... 

📕Sổ đỏ chính chủ, vuông vắn, đẹp như ngọc Trinh, sẵn sàng giao dịch.",_,,4,---,True,True,True,False,True,---," 12,9 tỷ ",Ngày đăng: 13/07/2023,8m,Nhà trong hẻm,"6,6m"
" Cách Mạng Tháng Tám, Thị trấn Dầu Tiếng, Huyện Dầu Tiếng, Bình Dương", 210 m,---,,_,,---,21m,False,False,False,False,False,Sổ hồng/ Sổ đỏ, 910 triệu ,Ngày đăng: 13/07/2023,8m,Mặt bằng,10m
" Xã Cư Pui, Huyện Krông Bông, Đắk Lắk", 5.400 m,---,"Đất đẹp, hồ nước mát thu hút rất nhiều người đến du lịch. Cà phê đang thu hoạch năng suất.
Đường vào ngay khu dân cư, gần cây xăng, chợ, trường học... 
Đường bê tông đến gần ngay đất, ô tô vào tận nơi
Hiện trạng đất đã có sổ chính chủ không tranh chấp và không vướng ngân hàng, khách hàng yên tâm giao dịch công chứng ngay
Tổng diện tích hơn 5400m2 5,4 sào
Giá chỉ hơn 150tr/sào
Anh chị quan tâm liên hệ thương lượng chủ",_,,---,60m,False,False,False,False,False,---, 140 ngàn / m,Ngày đăng: 13/07/2023,8m,"Đất nền, liền kề, đất dự án",90m
" Đường Phan Văn Trị, Phường 7, Quận Gò Vấp, Hồ Chí Minh", 130 m,5,"-	Vị trí mặt tiền Phan Văn Trị , phường 7 , Gò Vấp, có thể kinh doanh mọi ngành nghề, cho thuê hoặc làm văn phòng công ty. 
-	Sát khu đô thị City Land sầm uất bậc nhất Gò Vấp
-	Diện tích lí tưởng: Ngang 5m, dài 26m, sổ vuông vức 130m2
-	Nhà sạch đẹp, ở ngay
-	Gián bán chỉ : 18,5 tỷ - thương lượng – tiếp khách thiện chí, có nhu cầu mua thực
-	Xem nhà gọi trước 30 phút,",_,,2,26m,True,True,True,False,True,Sổ hồng/ Sổ đỏ," 18,5 tỷ ",Ngày đăng: 13/07/2023,20m,Nhà mặt tiền,5m
" Đường ĐT 749B, Xã Long Tân, Huyện Dầu Tiếng, Bình Dương", 185 m,---,"Kẹt tiền tới ngày đáo hạn ngân hàng chưa có đủ tiền đóng ngân hàng nên cần bán gấp miếng đất ngay tại LonG Tân, mặt đường phía trước đi vào đường nhựa, xe oto vào được.
Mong gặp người thiện chí mua bán, tôi giảm bớt lộc, do đang cần tiền gấp.
Mua đất mình về đầu tuư hay về ở đêu được, khu vực này đông dân, gần nhiều tiện ích phía trước như chợ, trường học,,,
Ở này dân cư đông đúc và thân thiện, đã có nhiều dân về đây mua ở và xây nhà ở hoặc có thể xây sân vườn để làm thu vui tao nhã.  
DIện tích: 185m2, có thổ cư, sổ sẵn tại nhà, có hỗ trợ vay 
giá bán duới 900trieeuj, rẻ bèo, có thể bớt giá, được việc thì mua bán nhanh ạ
Liên hê tôi để được báo giá chính xác",_,,---,35m,False,False,False,False,False,Sổ hồng/ Sổ đỏ, 830 triệu ,Ngày đăng: 13/07/2023,8m,"Đất thổ cư, đất ở",6m
" Đường Nguyễn Hoàng, Phường An Phú, Thành phố Thủ Đức, Hồ Chí Minh", 90 m,---,"MT Nguyễn Hoàng, An Phú, Q2. Liền kề Mega Market, BigC.
- Pháp lý: Rõ ràng, sổ hồng riêng.
- Diện tích: 90m².
- Giá: 2 tỷ 4
- Nằm ngay vị trí đắc địa, gần khu dân cư đông đúc tiện kinh doanh buôn bán.
- Gần cổng ga Metro thuận lợi cho việc di chuyển qua các quận khác dễ dàng hơn, nhanh hơn.
- Gần đối diện trường Thủ Thiêm.
- Gần chợ, trường học, dãy ngân hàng, và hàng loạt tiện ích cao cấp khác.
- Cơ sở hạ tầng hoàn thiện, có vỉa hè và công viên.",_,,---,18m,False,False,False,False,False,Sổ hồng/ Sổ đỏ," 2,4 tỷ ",Ngày đăng: 13/07/2023,8m,"Đất thổ cư, đất ở",5m
" Đường DH612, Thị trấn Lai Uyên, Huyện Bàu Bàng, Bình Dương", 100 m,---,"Cần bán gấp lô đất gần TTHC Bàu Bàng ngay cao tốc mỹ phước tân vạn.
Diện tích: 100m² (5x20).
ngay mặt tiền HL612
- Sổ hồng riêng, đất thổ cư xây dựng tự do sang tên công chứng trong ngày.
- Mặt tiền đường 8m xe ô tô ra vào thoải mái, gần siêu thị trường học, bệnh viện... Đầy đủ tiện ích, cho thuê buôn bán đều được.
Giá:  900tr còn thương lượng.",_,,---,20m,False,False,False,False,False,---, 900 triệu ,Ngày đăng: 13/07/2023,20m,"Đất thổ cư, đất ở",5m
" 192, Đường Nguyễn Đức Thuận, Xã Cổ Bi, Huyện Gia Lâm, Hà Nội", 70 m,4,"- Tôi cần bán nhà tại 192 Nguyễn Đức Thuận, phường Thạch Bàn, quận Long Biên 4 tầng, DT 66.8m², MT 4M.
- Vị trí trung tâm, khu dân cư đông đúc, sầm uất, văn minh cách phố cổ chỉ 5 km
- T1: Phòng khách, 1 NVS, và 1 phòng ngủ.
- T2: 1 Phòng ăn, 1 NVS, 1PN.
- T3: 2PN, 1 phòng thờ và 1 nhà vệ sinh.
- T4; 1 phòng hát, 1 phòng tập thể thao và sân phơi đồ.
- Pháp lý đầy đủ sẵn sàng giao dịch.
- Giá bán: 6.3 tỷ có thương lượng cho khách thiện chí.
- Anh chị có nhu cầu liên hệ tôi chủ nhà anh Nhân: 0912 826.***
- Có tiếp môi giới trung gian.",_,,4,4m,True,True,True,False,True,Sổ hồng/ Sổ đỏ," 6,3 tỷ ",Ngày đăng: 13/07/2023,4m,Nhà mặt tiền,4m
" Đường Hương lộ 2, Phường Hòa Long, Thành phố Bà Rịa, Bà Rịa Vũng Tàu", 100 m,3,"Chính chủ cần Bán gấp căn nhà tâm huyết 1 trệt 1 lầu mới xây năm 2022 tại hoà long , thành phố bà rịa

Nhà có 3 phòng ngủ, 1 pk. 1 bếp. 1 p thờ . 2 wc

Sân để xe hơi

Đường trước nhà rộng 9m

Khu dân cư đông, điện đường sáng trưng

Cách chợ hoà long 500m. Cách bệnh viện Ba Ria đúng 1,2km.

Diện tích: 5 x 20.  Có 80m thổ cư . Có giấy phép xd đầy đủ. 

Giá bán công khai 2ty800tr ( gặp tt chủ làm việc )

Lh em chốt :",_,,2,20m,False,False,False,False,False,---," 2,8 tỷ ",Ngày đăng: 13/07/2023,9m,Nhà mặt tiền,5m
" Quốc lộ 21B, Phường Yên Nghĩa, Quận Hà Đông, Hà Nội", 568 m,5,"Ngộp bán Biệt thự tặng 600m Đất lô góc, oto tránh giáp Hà Đông chỉ hơn 5 tỷ. Tại Chương mỹ

- Diện tích 548m
- Nhà xây 5 tầng 1 sàn 120m
- Chủ thầu xây dựng nên quá đẹp
- Xây trong 2 năm
- Cách Cầu Tráng 10km
- Nhanh tay thì còn

Bạn hãy tưởng tượng:
- Bạn dành 2 năm lao tâm khổ tứ, đôn đáo trăm bề, lo người, vật liệu, quản lý, gác l;ại bao công việc để xây căn biệt thự hoành tráng như này.
- Bạn muốn có ngôi nhà thứ 2 ven đô để thư thái chăm sóc phụng dưỡng cha mẹ, con cái có nơi thanh bình chạy nhảy.
- Bạn cần có sự tương tác xóm làng như quê của bạn
- Bạn thích mời bạn bè, đồng nghiệp, công ty mình về nhà mình làm 1 bữa gà ở chuồng, rau ở vườn, cá ở ao mình
- Có lúc công việc căng thẳng stress bạn muốn vít ga đi 10 cho thoải mái và rời ra phố thị về NHÀ MÌNH
- Bạn chụp, quay đăng các nền tảng mạng xã hội có căn nhà biệt thự nơi thủ đô thì quả là uy tín và nhận đầy ánh mắt ngưỡng mộ của mọi người.
- Còn gì tuyệt vời và hạnh phúc hơn khi bạn Bạn thả mình gần gữi với thiên nhiên, chăm cây hái quả, nuôi gà
- Việc đi oto vào trung tâm tầm 15p cũng quá tuyệt vời để ở.
- Thời gian xây dựng 2 năm.
- Tài chính 5 tỷ
- Lãi xuất 2 năm 1 tỷ nữa là 6 tỷ.
- Công sức xây dựng, bao việc phải lo, thợ thuyền tập kết.
Giờ chỉ 6 tỷ bạn có ngôi nhà và Tặng luôn gần 600m đất lô góc.
600m giá thị trường khoảng 15-18tr ~ 9 tỷ
Chủ tính tiền đất thấp 11tr/m cũng được 6 tỷ
- Nói chung bạn thích mua đất tặng nhà hay, mua nhà tặng đất đều được
- Mảnh đất 3 mặt tiền oto tránh, Nhà xây vào 1 góc nên cắt đất bán cũng ok.
- Hiện chủ cần xử lý bank và các khoản bên ngoài nên bán gấp
- Chủ đoàng hoàng tử tế, chủ thầu xây dựng phong độ đẹp trai, nhà gia giáo ngũ đại đồng đường nên mua được nhà này quá lộc và hời.",_,,5,---,False,False,False,False,False,---, 6 tỷ ,Ngày đăng: 13/07/2023,5m,"Biệt thự, nhà liền kề",---
" Đường Nguyễn Trãi, Phường Khương Trung, Quận Thanh Xuân, Hà Nội", 38 m,3,"Bán nhà gần ngã tư sở. thiết kế 4 tấng, mặt tiền 4m, diện tích 38m2. Hướng Đông Nam. vừa ở vừa kinh doanh 2 trong 1. ô tô đỗ cửa.
💣HIẾM LẮM VỊ TRÍ CỰC ĐẸP-OTO-KINH DOANH ĐỈNH CAO-KHÁCH ĐẾN LÀ MÊ
*Mô tả:
-Nhà nằm Trung tâm Ngã Tư Sở, vị trí quá đẹp Oto đỗ cửa kết nối đi Nguyễn Trãi, Trường Chinh, Láng, Tây Sơn, Thái Thịnh...gần TTTM, chợ trường học các cấp xung quanh, khu dân trí cao, tiện ích không thiếu thứ gì, an ninh cực tốt.
-Diện tích đất 38m2, MT: 4m
*Thiết kế:
-Nhà được thiết kế và xây dựng 4 tầng đầy đủ công năng, khung cột bê tông chắc chắn có thể xây thêm tầng.
-Cơ cấu: Mỗi tầng 1 phòng rộng thoáng + wc 
-Giá bán: 6.8 tỷ có thương lượng
-Sổ đỏ pháp lý chuẩn chỉnh - không thế chấp - không tranh chấp - SSGD
Liên hệ xem nhà: 343177451",_,,4,---,False,False,False,False,False,Sổ hồng/ Sổ đỏ," 6,8 tỷ ",Ngày đăng: 13/07/2023,10m,Nhà trong hẻm,---
" Phố Thái Hà, Phường Trung Liệt, Quận Đống Đa, Hà Nội", 150 m,40,"Siêu Phẩm Toà Chung Cư Mini Thái Hà, Đống Đa, DT 150m* 9 Tầng, 1 Hầm, Thang Máy, Mặt Tiền 7m, Ô Tô 7 Chỗ Vào Nhà, Tổng 40 Phòng 1 Cho Thuê Doanh Thu 250tr/ tháng. 

- Thái Hà là 1 trong những tuyến phố VIP nhất của trung tâm quận Đống Đa. Khu vực tập trung nhiều toà văn phòng và nhiều trường đại học nên mật độ cho thuê rất lơn.
- Toà nhà được chủ tâm huyết thiết kế hiện đại 9 tầng nổi + 1 hầm thang máy, tổng 40 phòng cho thuê full đồ, hiện đang cho thuê doanh thu 250/tháng.
- Ngõ thông ô tô kinh doanh khu dân trí cao, an ninh đảm bảo, dân công sở, gần phố, thuận tiện đi lại.
- Sổ đỏ chính chủ, vuông văn, pháp lý đầy đủ.",_,,9,22m,False,False,False,False,False,Sổ hồng/ Sổ đỏ, 29 tỷ ,Ngày đăng: 13/07/2023,5m,Nhà mặt tiền,7m
" Xã Quảng Phước, Huyện Quảng Điền, Huế", 101 m,---,"😍Chỉ còn duy nhất 2 lô😍
🌙 𝗕𝗹𝗼𝗰𝗸 𝗧𝗿𝘂𝗻𝗴 𝗧𝗮̂𝗺 𝗤𝘂𝗮̉𝗻𝗴 𝗣𝗵𝘂̛𝗼̛́𝗰-𝗤𝘂𝗮̉𝗻𝗴 Đ𝗶𝗲̂̀𝗻.𝗖𝗮́𝗰𝗵 𝗧𝗧 𝗦𝗶̣𝗮 3 𝗣𝗵𝘂́𝘁 đ𝗶 𝘅𝗲.𝗚𝗶𝗮́ 𝗰𝗵𝗶̉ 𝟯𝘅𝘅𝗧𝗿 😱😱
.~.~.~.~.~.~.~.~.~.~.🍀☘️~.~.~.~.~.~.~.~.~
 💥 𝗧𝗵𝗼̂𝗻𝗴 𝘁𝗶𝗻 𝘀𝗮̉𝗻 𝗽𝗵𝗮̂̉𝗺:
-Diện tích : 101.7m2 
-Pháp lý : sổ hồng
-Đường : betong 7m
-Giá : chỉ từ 3xx triệu
💥 𝗧𝗶𝗲̣̂𝗻 𝗶́𝗰𝗵 𝘅𝘂𝗻𝗴 𝗾𝘂𝗮𝗻𝗵 :
-Nằm tại trung tâm thôn Lâm Lý - Quảng Phước - Quảng Điền.
-Cách trường mầm non,trường cấp 1 chỉ 100m
-Cách trung tâm TT Sịa chỉ hơn 3 phút đi xe mà thôi.
-Nằm kề và có view đầm phá trước mặt lô đất.
☘Với việc nằm liền khu vực đang phát triển cực kì mạnh là TT Sịa, thì đây là vùng đất cực kì tiềm năng để đầu tư ngay thời điểm này.Nhanh tay nào quý NĐT ơiii👏👏👏
💥𝙏𝙝𝙤̂𝙣𝙜 𝙩𝙞𝙣 𝙡𝙞𝙚̂𝙣 𝙝𝙚̣̂   💥
𝐓𝐇𝐈𝐄̂𝐍 𝐇𝐔̛𝐍𝐆 𝐉𝐒𝐂 - Lô B13 Hoàng Quốc Việt (An Cựu City), Phường An Đông, TP Huế
𝑪𝒐̂𝒏𝒈 𝒕𝒚 𝑪𝒐̂̉ 𝑷𝒉𝒂̂̀𝒏 Đ𝒂̂̀𝒖 𝑻𝒖̛ 𝒗𝒂̀ 𝑷𝒉𝒂́𝒕 𝐓𝐫𝐢𝐞̂̉𝐧 𝑩𝒂̂́𝒕 Đ𝒐̣̂𝒏𝒈 𝑺𝒂̉𝒏 𝑻𝒉𝒊𝒆̂𝒏 𝑯𝒖̛𝒏𝒈
☎️ 𝐋𝐢𝐞̂𝐧 𝐇𝐞̣̂: 0905/722/090
🙋🏻‍♂️ Chuyên Viên Kinh Doanh: Phan Hồng Sơn xin được tư vấn & hỗ trợ quý khách hàng 🥰
#Hongson_ThiênHưngJSC
#ThiênHưngJSC",Nam,,---,16m,False,False,False,False,False,Sổ hồng/ Sổ đỏ, 370 triệu ,Ngày đăng: 13/07/2023,4m,"Đất thổ cư, đất ở",6m
" Đường Chiết Bi, Phường Phú Thượng, Thành phố Huế, Huế", 146 m,---,"☀️ ĐẤT CHIẾT BI OTO TRÁNH NHAU HẠ GIÁ CHỈ CÒN 1 TỶ 8XX

- Diện tích 146,5m2 
- Đường oto tránh nhau, cách đường chính Ngọc Anh chỉ vài chục mét
- Sổ đỏ chính chủ mua bán ngang công chứng
- Dân cư đông đúc, văn minh. Khu vực mát mẻ, thoáng
- Giá bán 1 tỷ 8xx - Chỉ hơn 12tr/m2 ( có thương lượng )

🌱 Liên hệem Dung để được hỗ trợ
Cám ơn đã xem tin !",_,,---,---,False,False,False,False,False,Sổ hồng/ Sổ đỏ," 1,89 tỷ ",Ngày đăng: 13/07/2023,5m,"Đất thổ cư, đất ở",---
" Đường Lê Trọng Tấn, Phường Tây Thạnh, Quận Tân Phú, Hồ Chí Minh", 28 m,3,"MẶT TIỀN CỰC HIẾM - LÊ TRỌNG TẤN - TÂN PHÚ - 4 TẦNG - 3PN - SÂN THƯỢNG - CHỈ 3 tỷ 350


Mới tả:
+ Diện tích: 28m2 ( 3.5x8m )
+ Kết cấu 1 trệt, 2 lầu, sân thượng với 3 Phòng ngủ, 1 phòng thờ, 3 WC, giếng trời, đầy đủ công năng cho 1 gia đình 3 thế hệ.
+ Mặt tiền hiếm có căn thứ 2, vừa ở vừa kinh doanh cực đỉnh.
+ Sổ vuông vức, hoàn công đầy đủ.",_,,4,8m,False,False,False,False,False,Sổ hồng/ Sổ đỏ," 3,35 tỷ ",Ngày đăng: 13/07/2023,20m,Nhà mặt tiền,"3,5m"
" Đường 2/9, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng", 43 m,3,"Chính chủ cần bán gấp nhà 3 tầng đường 2/9- ngay chân cầu Tiên Sơn - vị trí tuyệt đẹp - ô tô vào tận nơi
👉Công năng: nhà 3 tầng, nội thất cao cấp, công năng đầy đủ
👉 Diện tích: 125 m2
Giá: nhỉnh 3 tỷ 
☎️Liên hệ Mr Hiếu",Bắc,,3,11m,False,True,True,False,True,Sổ hồng/ Sổ đỏ," 3,9 tỷ ",Ngày đăng: 13/07/2023,5m,Nhà trong hẻm,4m
" Đường Khải Định, Xã Thủy Bằng, Thành phố Huế, Huế", 114 m,---,"MẶT TIỀN KINH DOANH- KHẢI ĐỊNH
                            CHỈ 1,6tỷ
🆘🆘🆘giá rẻ hơn đất kiệt🆘🆘🆘

114m ngang 5
Đối diện Biệt Phủ Thảo Nhi
Giá rẻ hơn đất kiệt

Ngại gì mà ko múc em nó
Ngân hàng em hỗ trợ vay full luôn với giá mua
☎️☎️☎️ liên hệ:  Mr Minh",Đông Bắc,,---,23m,False,False,False,False,False,Sổ hồng/ Sổ đỏ," 1,69 tỷ ",Ngày đăng: 13/07/2023,24m,"Đất thổ cư, đất ở",5m
" Đường Nguyễn An Ninh, Phường 6, Thành phố Đà Lạt, Lâm Đồng", 122 m,9,"Chỉ 10 tỷ 500tr sở huữ ngay căn nhà mặt tiền Nguyễn an ninh p6 Đà lạt
Vị trí trung tâm mặt tiền hơn 18m
Cách chợ Ngô Quyền 50m
Nhà 4 tầng gồm 9pn 9wc 1pk 
Sân đậu 4 ô tô
Mặt tiền rộng nhà xây mới thoáng
Diện tích 122m2 thực tế lớn hơn SRXD
Vị trí mặt tiền  phù hợp với nhiều loại hình kinh doanh như homestay lưu trú kết hợp  cà phê
Hạ từ 13,5 tỷ chỉ còn 10,5 tỷ thôi khách ơi",Đông Bắc,,1,9m,True,True,False,False,False,Sổ hồng/ Sổ đỏ," 10,5 tỷ ",Ngày đăng: 13/07/2023,6m,Nhà mặt tiền,"18,5m"
" Đường B5, Phường Hưng Phú, Quận Cái Răng, Cần Thơ", 67 m,5,"NHÀ 1 TRỆT 2 LẦU ĐƯỜNG B5 - KHU DÂN CƯ HƯNG PHÚ 
TẶNG KÈM NỘI THẤT CAO CẤP 
- Giá 5,3tỷ full nội thất, bao sang tên,hỗ trợ Bank
( Kệ rượu ,TiVi,máy giặt, sofa,tủ ,giường……..)
Xung quanh đủ tiện ích 
- Diện tích: 4.5m x 15m = 67.5m². DTSD = 189,50m².
- Pháp lý: thổ cư hoàn công.
- Hướng: Tây bắc
 - Lộ giới: 12m
- Nhà gồm: 2 phòng khách rất rộng , 4 phòng ngủ, 5 toilet, bếp. Nhà có hẻm ký thuật 2m-thoáng mát
- Vị trí: đường B5 KDC Hưng Phú 1,Cần Thơ. Tiện ích đầy đủ, dân cư đông đúc, dân trí cao, an ninh tốt. 

LIÊN HỆ : CƯỜNG",Tây Bắc,,2,15m,True,True,True,False,False,Sổ hồng/ Sổ đỏ," 5,3 tỷ ",Ngày đăng: 13/07/2023,12m,Nhà trong hẻm,"4,5m"
" Đường Lê Hồng Nhi, Phường Lê Bình, Quận Cái Răng, Cần Thơ", 127 m,3,"Nhà mặt tiền đường Lê Hồng Nhi, cách chợ nổi 500M, gần trường học, chợ Cái Răng...
( NHÀ ĐÃ HOÀNG CÔNG ) 
🌟GIÁ BÁN: 3TY490 ( thương lượng chút đỉnh ) 
• Lộ giới: 8M
• Diện tích đất: 4,9 x 26,5 (127m²)
• Diện tích nhà: 60m², tổng sàn 130m² 
Tầng trệt gồm: sân trước đậu xe ô tô, phòng khách, wc, bếp, phòng ngủ, sân sau rộng rãi phơi đồ, trồng cây, lấy gió....
Tầng 1 gồm: 3 phòng ngủ mỗi phòng đều có ban công riêng, 1wc chung và 1wc riêng trong phòng
• Tặng rèm cửa, ghế sofa cao cấp
• Pháp lý: thổ cư, GPXD 

LIÊN HỆ : CƯỜNG",Tây Nam,,1,"26,5m",False,False,False,False,False,Sổ hồng/ Sổ đỏ," 3,49 tỷ ",Ngày đăng: 13/07/2023,8m,Nhà mặt tiền,"4,9m"
" Đường Nguyễn Văn Cừ, Phường An Khánh, Quận Ninh Kiều, Cần Thơ", 41 m,2,"BÁN NHÀ TRỤC CHÍNH HẺM LIÊN TỔ 3-4 THUẬN TIỆN KINH DOANH 

- Giá bán: 2tỷ 999 triệu ( THƯƠNG LƯỢNG ) 

- DT: 6.7m X 6.2m
- Kết Cấu: nhà 1 trệt + 1 lầu; 1 Phòng khách, 2 PN , 1 bếp, 1 nhà để xe , 2WC, ban công thoáng mát.
- Pháp Lý: thổ cư, bản vẽ, giấy phép…
- Tặng Kèm Nội Thất Cao Cấp: 1 ghế sofa. 1 bàn ăn… 
- Liên hệ:  CƯỜNG",Nam,,1,"6,2m",False,True,True,False,False,Sổ hồng/ Sổ đỏ," 2,99 tỷ ",Ngày đăng: 13/07/2023,5m,Nhà trong hẻm,"6,7m"
" Đường Lê Trọng Tấn, Phường Tây Thạnh, Quận Tân Phú, Hồ Chí Minh", 28 m,3,"MẶT TIỀN CỰC HIẾM - LÊ TRỌNG TẤN - TÂN PHÚ - 4 TẦNG - 3PN - SÂN THƯỢNG - CHỈ  3.35 TỎI.
+ Kết cấu 1 trệt, 2 lầu, sân thượng với 3 Phòng ngủ, 1 phòng thờ, 3 WC, giếng trời, 
+ Mặt tiền hiếm có căn thứ 2, vừa ở vừa kinh doanh cực đỉnh.
+ Sổ vuông A4, hoàn công đầy đủ, đang vay bannk",_,,3,8m,True,True,True,False,True,Sổ hồng/ Sổ đỏ," 3,35 tỷ ",Ngày đăng: 13/07/2023,12m,Nhà mặt tiền,"3,5m"
